#t, x, y, z, vx, vy, vz
0.86 -5.00 9.00 -3.00 -8.00 6.00 -10.00
0.87 -5.00 9.00 -3.00 -10.00 9.00 -9.00
0.89 -5.00 9.00 -3.00 -11.00 10.00 -8.00
0.90 -6.00 9.00 -3.00 -14.00 11.00 -8.00
0.91 -6.00 9.00 -4.00 -14.00 13.00 -7.00
0.93 -6.00 10.00 -4.00 -9.00 11.00 -9.00
0.94 -6.00 10.00 -4.00 -9.00 12.00 -8.00
0.96 -6.00 10.00 -4.00 -10.00 12.00 -8.00
0.97 -6.00 10.00 -4.00 -9.00 8.00 -9.00
0.99 -6.00 10.00 -4.00 -8.00 10.00 -9.00
1.00 -7.00 10.00 -4.00 -7.00 11.00 -8.00
1.01 -7.00 11.00 -4.00 -5.00 12.00 -7.00
1.03 -7.00 11.00 -5.00 -4.00 11.00 -8.00
1.04 -7.00 11.00 -5.00 -5.00 10.00 -8.00
1.06 -7.00 11.00 -5.00 -5.00 11.00 -8.00
1.07 -7.00 11.00 -5.00 -4.00 11.00 -9.00
1.09 -7.00 11.00 -5.00 -6.00 12.00 -9.00
1.10 -7.00 11.00 -5.00 -6.00 14.00 -11.00
1.11 -7.00 12.00 -5.00 -6.00 15.00 -11.00
1.13 -7.00 12.00 -5.00 -6.00 13.00 -12.00
1.14 -7.00 12.00 -6.00 -5.00 15.00 -11.00
1.16 -8.00 12.00 -6.00 -7.00 18.00 -11.00
1.17 -8.00 12.00 -6.00 -9.00 16.00 -11.00
1.19 -8.00 13.00 -6.00 -6.00 16.00 -11.00
1.20 -8.00 13.00 -6.00 -6.00 16.00 -12.00
1.21 -8.00 13.00 -6.00 -9.00 15.00 -11.00
1.23 -8.00 13.00 -7.00 -11.00 15.00 -11.00
1.24 -8.00 14.00 -7.00 -9.00 14.00 -12.00
1.26 -8.00 14.00 -7.00 -9.00 14.00 -10.00
1.27 -9.00 14.00 -7.00 -9.00 17.00 -10.00
1.29 -9.00 15.00 -7.00 -8.00 17.00 -11.00
1.30 -9.00 15.00 -7.00 -9.00 17.00 -12.00
1.31 -9.00 15.00 -7.00 -11.00 19.00 -11.00
1.33 -9.00 15.00 -8.00 -11.00 16.00 -12.00
1.34 -9.00 16.00 -8.00 -9.00 17.00 -11.00
1.36 -9.00 16.00 -8.00 -11.00 17.00 -11.00
1.37 -9.00 16.00 -8.00 -11.00 17.00 -10.00
1.39 -10.00 16.00 -8.00 -12.00 18.00 -12.00
1.40 -10.00 17.00 -8.00 -9.00 16.00 -14.00
1.41 -10.00 17.00 -9.00 -9.00 15.00 -15.00
1.43 -10.00 17.00 -9.00 -11.00 14.00 -13.00
1.44 -10.00 17.00 -9.00 -11.00 15.00 -15.00
1.46 -10.00 17.00 -9.00 -13.00 16.00 -14.00
1.47 -10.00 18.00 -9.00 -11.00 16.00 -15.00
1.49 -11.00 18.00 -10.00 -13.00 19.00 -14.00
1.50 -11.00 18.00 -10.00 -14.00 23.00 -15.00
1.51 -11.00 19.00 -10.00 -11.00 21.00 -15.00
1.53 -11.00 19.00 -10.00 -12.00 22.00 -14.00
1.54 -11.00 19.00 -10.00 -8.00 23.00 -14.00
1.56 -11.00 19.00 -11.00 -11.00 22.00 -14.00
1.57 -11.00 20.00 -11.00 -10.00 22.00 -16.00
1.59 -12.00 20.00 -11.00 -9.00 24.00 -16.00
1.60 -12.00 20.00 -11.00 -14.00 25.00 -13.00
1.61 -12.00 21.00 -11.00 -12.00 25.00 -12.00
1.63 -12.00 21.00 -12.00 -14.00 24.00 -13.00
1.64 -12.00 21.00 -12.00 -15.00 25.00 -13.00
1.66 -13.00 22.00 -12.00 -13.00 26.00 -12.00
1.67 -13.00 22.00 -12.00 -15.00 29.00 -14.00
1.69 -13.00 23.00 -12.00 -11.00 28.00 -14.00
1.70 -13.00 23.00 -13.00 -12.00 27.00 -14.00
1.71 -13.00 23.00 -13.00 -13.00 26.00 -14.00
1.73 -14.00 24.00 -13.00 -12.00 27.00 -14.00
1.74 -14.00 24.00 -13.00 -14.00 25.00 -14.00
1.76 -14.00 24.00 -13.00 -14.00 27.00 -14.00
1.77 -14.00 25.00 -14.00 -13.00 26.00 -15.00
1.79 -14.00 25.00 -14.00 -15.00 25.00 -16.00
1.80 -15.00 26.00 -14.00 -14.00 28.00 -16.00
1.81 -15.00 26.00 -14.00 -15.00 27.00 -16.00
1.83 -15.00 26.00 -14.00 -16.00 27.00 -15.00
1.84 -15.00 27.00 -15.00 -16.00 28.00 -16.00
1.86 -15.00 27.00 -15.00 -19.00 27.00 -15.00
1.87 -15.00 28.00 -15.00 -18.00 25.00 -14.00
1.89 -16.00 28.00 -15.00 -21.00 30.00 -13.00
1.90 -16.00 28.00 -15.00 -23.00 30.00 -14.00
1.91 -16.00 29.00 -16.00 -24.00 29.00 -12.00
1.93 -17.00 29.00 -16.00 -25.00 31.00 -15.00
1.94 -17.00 30.00 -16.00 -24.00 31.00 -16.00
1.96 -17.00 30.00 -16.00 -24.00 33.00 -16.00
1.97 -18.00 31.00 -16.00 -23.00 36.00 -16.00
1.99 -18.00 31.00 -17.00 -24.00 36.00 -16.00
2.00 -18.00 32.00 -17.00 -22.00 34.00 -15.00
2.01 -19.00 32.00 -17.00 -24.00 38.00 -16.00
2.03 -19.00 33.00 -17.00 -22.00 38.00 -16.00
2.04 -19.00 33.00 -18.00 -23.00 36.00 -17.00
2.06 -20.00 34.00 -18.00 -20.00 42.00 -16.00
2.07 -20.00 34.00 -18.00 -23.00 40.00 -17.00
2.09 -20.00 35.00 -18.00 -22.00 40.00 -18.00
2.10 -20.00 35.00 -18.00 -20.00 38.00 -18.00
2.11 -21.00 36.00 -19.00 -20.00 40.00 -17.00
2.13 -21.00 37.00 -19.00 -17.00 38.00 -17.00
2.14 -21.00 37.00 -19.00 -18.00 40.00 -16.00
2.16 -21.00 38.00 -19.00 -16.00 39.00 -17.00
2.17 -22.00 38.00 -20.00 -18.00 39.00 -17.00
2.19 -22.00 39.00 -20.00 -16.00 40.00 -17.00
2.20 -22.00 39.00 -20.00 -22.00 39.00 -19.00
2.21 -23.00 40.00 -20.00 -19.00 40.00 -19.00
2.23 -23.00 41.00 -21.00 -19.00 39.00 -21.00
2.24 -23.00 41.00 -21.00 -22.00 37.00 -20.00
2.26 -24.00 42.00 -21.00 -21.00 41.00 -20.00
2.27 -24.00 42.00 -22.00 -23.00 41.00 -20.00
2.29 -24.00 43.00 -22.00 -23.00 38.00 -19.00
2.30 -25.00 43.00 -22.00 -24.00 40.00 -20.00
2.31 -25.00 44.00 -22.00 -23.00 41.00 -19.00
2.33 -25.00 45.00 -23.00 -22.00 40.00 -18.00
2.34 -26.00 45.00 -23.00 -24.00 43.00 -18.00
2.36 -26.00 46.00 -23.00 -24.00 44.00 -19.00
2.37 -26.00 46.00 -23.00 -25.00 43.00 -17.00
2.39 -27.00 47.00 -24.00 -25.00 44.00 -19.00
2.40 -27.00 48.00 -24.00 -24.00 43.00 -19.00
2.41 -27.00 48.00 -24.00 -26.00 44.00 -20.00
2.43 -28.00 49.00 -24.00 -24.00 45.00 -19.00
2.44 -28.00 50.00 -25.00 -24.00 45.00 -20.00
2.46 -28.00 50.00 -25.00 -26.00 44.00 -21.00
2.47 -29.00 51.00 -25.00 -22.00 47.00 -20.00
2.49 -29.00 52.00 -26.00 -22.00 48.00 -20.00
2.50 -29.00 52.00 -26.00 -25.00 49.00 -20.00
2.51 -30.00 53.00 -26.00 -22.00 52.00 -22.00
2.53 -30.00 54.00 -26.00 -22.00 50.00 -21.00
2.54 -30.00 54.00 -27.00 -26.00 50.00 -22.00
2.56 -31.00 55.00 -27.00 -25.00 54.00 -21.00
2.57 -31.00 56.00 -27.00 -25.00 54.00 -22.00
2.59 -31.00 57.00 -28.00 -26.00 52.00 -21.00
2.60 -32.00 57.00 -28.00 -27.00 56.00 -21.00
2.61 -32.00 58.00 -28.00 -26.00 54.00 -20.00
2.63 -32.00 59.00 -28.00 -27.00 54.00 -19.00
2.64 -33.00 60.00 -29.00 -25.00 54.00 -19.00
2.66 -33.00 61.00 -29.00 -25.00 54.00 -21.00
2.67 -34.00 61.00 -29.00 -26.00 57.00 -22.00
2.69 -34.00 62.00 -30.00 -28.00 56.00 -20.00
2.70 -35.00 63.00 -30.00 -26.00 58.00 -22.00
2.71 -35.00 64.00 -30.00 -26.00 56.00 -22.00
2.73 -35.00 64.00 -31.00 -28.00 56.00 -21.00
2.74 -36.00 65.00 -31.00 -28.00 57.00 -21.00
2.76 -36.00 66.00 -31.00 -28.00 58.00 -24.00
2.77 -37.00 67.00 -32.00 -27.00 61.00 -24.00
2.79 -37.00 68.00 -32.00 -28.00 58.00 -24.00
2.80 -37.00 69.00 -32.00 -28.00 58.00 -24.00
2.81 -38.00 69.00 -33.00 -32.00 61.00 -25.00
2.83 -38.00 70.00 -33.00 -31.00 62.00 -26.00
2.84 -39.00 71.00 -33.00 -31.00 65.00 -24.00
2.86 -39.00 72.00 -34.00 -32.00 63.00 -24.00
2.87 -40.00 73.00 -34.00 -29.00 65.00 -24.00
2.89 -40.00 74.00 -34.00 -32.00 63.00 -24.00
2.90 -40.00 75.00 -35.00 -32.00 64.00 -25.00
2.91 -41.00 76.00 -35.00 -30.00 65.00 -27.00
2.93 -41.00 77.00 -35.00 -30.00 66.00 -28.00
2.94 -42.00 78.00 -36.00 -30.00 69.00 -28.00
2.96 -42.00 79.00 -36.00 -29.00 68.00 -30.00
2.97 -42.00 80.00 -37.00 -30.00 68.00 -28.00
2.99 -43.00 81.00 -37.00 -29.00 71.00 -30.00
3.00 -43.00 82.00 -37.00 -30.00 72.00 -28.00
3.01 -44.00 83.00 -38.00 -30.00 75.00 -29.00
3.03 -44.00 84.00 -38.00 -31.00 73.00 -29.00
3.04 -45.00 85.00 -39.00 -32.00 79.00 -29.00
3.06 -45.00 86.00 -39.00 -33.00 78.00 -28.00
3.07 -45.00 87.00 -39.00 -34.00 79.00 -28.00
3.09 -46.00 89.00 -40.00 -30.00 81.00 -28.00
3.10 -46.00 90.00 -40.00 -31.00 80.00 -28.00
3.11 -47.00 91.00 -41.00 -31.00 82.00 -30.00
3.13 -47.00 92.00 -41.00 -34.00 82.00 -31.00
3.14 -48.00 93.00 -42.00 -34.00 83.00 -30.00
3.16 -48.00 94.00 -42.00 -35.00 82.00 -31.00
3.17 -49.00 95.00 -42.00 -38.00 84.00 -31.00
3.19 -49.00 97.00 -43.00 -35.00 84.00 -32.00
3.20 -50.00 98.00 -43.00 -35.00 86.00 -31.00
3.21 -50.00 99.00 -44.00 -37.00 84.00 -30.00
3.23 -51.00 100.00 -44.00 -39.00 87.00 -30.00
3.24 -51.00 102.00 -45.00 -38.00 87.00 -29.00
3.26 -52.00 103.00 -45.00 -37.00 88.00 -29.00
3.27 -52.00 104.00 -45.00 -40.00 88.00 -29.00
3.29 -53.00 105.00 -46.00 -41.00 91.00 -31.00
3.30 -53.00 107.00 -46.00 -37.00 91.00 -31.00
3.31 -54.00 108.00 -47.00 -40.00 93.00 -30.00
3.33 -54.00 110.00 -47.00 -39.00 93.00 -31.00
3.34 -55.00 111.00 -47.00 -43.00 95.00 -32.00
3.36 -56.00 112.00 -48.00 -44.00 99.00 -32.00
3.37 -56.00 114.00 -48.00 -43.00 100.00 -32.00
3.39 -57.00 115.00 -49.00 -45.00 105.00 -32.00
3.40 -57.00 117.00 -49.00 -43.00 104.00 -33.00
3.41 -58.00 118.00 -50.00 -46.00 108.00 -31.00
3.43 -59.00 120.00 -50.00 -43.00 112.00 -31.00
3.44 -59.00 122.00 -51.00 -42.00 112.00 -31.00
3.46 -60.00 123.00 -51.00 -43.00 115.00 -32.00
3.47 -61.00 125.00 -51.00 -41.00 118.00 -31.00
3.49 -61.00 126.00 -52.00 -44.00 119.00 -31.00
3.50 -62.00 128.00 -52.00 -41.00 121.00 -30.00
3.51 -62.00 130.00 -53.00 -42.00 123.00 -30.00
3.53 -63.00 132.00 -53.00 -41.00 123.00 -30.00
3.54 -64.00 134.00 -54.00 -41.00 129.00 -30.00
3.56 -64.00 135.00 -54.00 -42.00 128.00 -29.00
3.57 -65.00 137.00 -54.00 -44.00 134.00 -28.00
3.59 -65.00 139.00 -55.00 -43.00 133.00 -27.00
3.60 -66.00 141.00 -55.00 -42.00 140.00 -27.00
3.61 -66.00 143.00 -56.00 -44.00 140.00 -27.00
3.63 -67.00 145.00 -56.00 -44.00 146.00 -28.00
3.64 -68.00 147.00 -56.00 -45.00 149.00 -28.00
3.66 -68.00 150.00 -57.00 -42.00 153.00 -27.00
3.67 -69.00 152.00 -57.00 -40.00 157.00 -26.00
3.69 -70.00 154.00 -57.00 -42.00 164.00 -24.00
3.70 -70.00 156.00 -58.00 -42.00 164.00 -23.00
3.71 -71.00 159.00 -58.00 -43.00 171.00 -21.00
3.73 -72.00 161.00 -58.00 -42.00 174.00 -19.00
3.74 -72.00 164.00 -59.00 -43.00 176.00 -17.00
3.76 -73.00 166.00 -59.00 -45.00 183.00 -16.00
3.77 -73.00 169.00 -59.00 -44.00 186.00 -14.00
3.79 -74.00 172.00 -59.00 -43.00 192.00 -11.00
3.80 -75.00 175.00 -59.00 -42.00 201.00 -8.00
3.81 -75.00 178.00 -59.00 -42.00 204.00 -3.00
3.83 -76.00 181.00 -60.00 -37.00 212.00 0.00
3.84 -76.00 184.00 -59.00 -37.00 218.00 5.00
3.86 -77.00 187.00 -59.00 -36.00 227.00 10.00
3.87 -78.00 190.00 -59.00 -33.00 235.00 16.00
3.89 -78.00 193.00 -59.00 -29.00 244.00 23.00
3.90 -78.00 197.00 -59.00 -20.00 252.00 33.00
3.91 -78.00 201.00 -58.00 -14.00 258.00 45.00
3.93 -79.00 204.00 -57.00 -7.00 265.00 57.00
3.94 -79.00 208.00 -56.00 5.00 269.00 72.00
3.96 -78.00 212.00 -55.00 19.00 268.00 89.00
3.97 -78.00 216.00 -54.00 34.00 265.00 103.00
3.99 -78.00 220.00 -52.00 49.00 257.00 119.00
4.00 -77.00 223.00 -50.00 57.00 246.00 129.00
4.01 -76.00 227.00 -48.00 71.00 232.00 139.00
4.03 -75.00 230.00 -46.00 76.00 219.00 144.00
4.04 -74.00 233.00 -44.00 85.00 208.00 146.00
4.06 -73.00 236.00 -42.00 89.00 196.00 148.00
4.07 -71.00 238.00 -40.00 90.00 182.00 148.00
4.09 -70.00 241.00 -38.00 93.00 169.00 146.00
4.10 -69.00 243.00 -36.00 92.00 157.00 144.00
4.11 -67.00 246.00 -34.00 94.00 147.00 140.00
4.13 -66.00 248.00 -32.00 91.00 134.00 134.00
4.14 -65.00 249.00 -30.00 84.00 126.00 129.00
4.16 -64.00 251.00 -28.00 82.00 118.00 124.00
4.17 -62.00 253.00 -27.00 83.00 109.00 119.00
4.19 -61.00 254.00 -25.00 79.00 102.00 113.00
4.20 -60.00 256.00 -23.00 79.00 96.00 109.00
4.21 -59.00 257.00 -22.00 75.00 90.00 103.00
4.23 -58.00 258.00 -20.00 73.00 86.00 100.00
4.24 -57.00 260.00 -19.00 73.00 78.00 97.00
4.26 -56.00 261.00 -18.00 71.00 75.00 93.00
4.27 -55.00 262.00 -16.00 69.00 70.00 89.00
4.29 -54.00 263.00 -15.00 68.00 66.00 86.00
4.30 -53.00 264.00 -14.00 69.00 61.00 82.00
4.31 -52.00 264.00 -13.00 66.00 58.00 79.00
4.33 -51.00 265.00 -12.00 64.00 52.00 75.00
4.34 -50.00 266.00 -11.00 64.00 49.00 72.00
4.36 -49.00 266.00 -10.00 63.00 45.00 71.00
4.37 -48.00 267.00 -9.00 62.00 40.00 69.00
4.39 -47.00 267.00 -8.00 61.00 36.00 67.00
4.40 -46.00 268.00 -7.00 62.00 32.00 65.00
4.41 -46.00 268.00 -6.00 61.00 31.00 62.00
4.43 -45.00 269.00 -5.00 62.00 27.00 63.00
4.44 -44.00 269.00 -4.00 61.00 22.00 61.00
4.46 -43.00 269.00 -3.00 56.00 19.00 60.00
4.47 -42.00 270.00 -2.00 60.00 15.00 58.00
4.49 -41.00 270.00 -2.00 58.00 12.00 54.00
4.50 -40.00 270.00 -1.00 58.00 8.00 53.00
4.51 -40.00 270.00 -0.00 58.00 5.00 53.00
4.53 -39.00 270.00 1.00 57.00 3.00 52.00
4.54 -38.00 270.00 1.00 57.00 -1.00 51.00
4.56 -37.00 270.00 2.00 55.00 -4.00 50.00
4.57 -36.00 270.00 3.00 53.00 -7.00 50.00
4.59 -36.00 270.00 3.00 54.00 -7.00 48.00
4.60 -35.00 270.00 4.00 54.00 -9.00 47.00
4.61 -34.00 270.00 5.00 52.00 -13.00 47.00
4.63 -33.00 270.00 5.00 53.00 -14.00 44.00
4.64 -33.00 269.00 6.00 51.00 -17.00 43.00
4.66 -32.00 269.00 7.00 51.00 -19.00 42.00
4.67 -31.00 269.00 7.00 51.00 -19.00 42.00
4.69 -30.00 269.00 8.00 53.00 -21.00 39.00
4.70 -30.00 268.00 9.00 52.00 -25.00 39.00
4.71 -29.00 268.00 9.00 52.00 -29.00 38.00
4.73 -28.00 267.00 10.00 49.00 -32.00 38.00
4.74 -28.00 267.00 10.00 49.00 -33.00 35.00
4.76 -27.00 266.00 11.00 49.00 -36.00 34.00
4.77 -26.00 266.00 11.00 51.00 -40.00 34.00
4.79 -25.00 265.00 12.00 50.00 -41.00 33.00
4.80 -25.00 265.00 12.00 52.00 -42.00 32.00
4.81 -24.00 264.00 13.00 50.00 -46.00 31.00
4.83 -23.00 263.00 13.00 50.00 -47.00 30.00
4.84 -23.00 263.00 14.00 50.00 -48.00 31.00
4.86 -22.00 262.00 14.00 49.00 -51.00 30.00
4.87 -21.00 261.00 14.00 47.00 -53.00 30.00
4.89 -21.00 261.00 15.00 48.00 -55.00 29.00
4.90 -20.00 260.00 15.00 46.00 -56.00 29.00
4.91 -19.00 259.00 16.00 44.00 -58.00 28.00
4.93 -19.00 258.00 16.00 45.00 -59.00 26.00
4.94 -18.00 257.00 16.00 43.00 -64.00 26.00
4.96 -17.00 256.00 17.00 43.00 -66.00 25.00
4.97 -17.00 255.00 17.00 42.00 -66.00 22.00
4.99 -16.00 255.00 17.00 45.00 -70.00 23.00
5.00 -15.00 254.00 18.00 43.00 -72.00 22.00
5.01 -15.00 253.00 18.00 42.00 -73.00 21.00
5.03 -14.00 251.00 18.00 39.00 -76.00 19.00
5.04 -14.00 250.00 19.00 39.00 -76.00 17.00
5.06 -13.00 249.00 19.00 38.00 -78.00 16.00
5.07 -13.00 248.00 19.00 37.00 -79.00 14.00
5.09 -12.00 247.00 19.00 39.00 -83.00 14.00
5.10 -11.00 246.00 19.00 38.00 -84.00 10.00
5.11 -11.00 245.00 20.00 37.00 -86.00 9.00
5.13 -10.00 243.00 20.00 37.00 -87.00 8.00
5.14 -10.00 242.00 20.00 37.00 -88.00 5.00
5.16 -9.00 241.00 20.00 36.00 -89.00 3.00
5.17 -9.00 239.00 20.00 34.00 -89.00 2.00
5.19 -8.00 238.00 20.00 33.00 -91.00 -0.00
5.20 -8.00 237.00 20.00 33.00 -91.00 -4.00
5.21 -7.00 236.00 20.00 31.00 -94.00 -6.00
5.23 -7.00 234.00 20.00 31.00 -93.00 -10.00
5.24 -7.00 233.00 20.00 30.00 -92.00 -14.00
5.26 -6.00 231.00 20.00 29.00 -92.00 -18.00
5.27 -6.00 230.00 19.00 32.00 -89.00 -20.00
5.29 -5.00 229.00 19.00 32.00 -90.00 -20.00
5.30 -5.00 228.00 19.00 35.00 -89.00 -21.00
5.31 -4.00 226.00 18.00 34.00 -89.00 -21.00
5.33 -4.00 225.00 18.00 37.00 -87.00 -22.00
5.34 -3.00 224.00 18.00 36.00 -89.00 -22.00
5.36 -3.00 222.00 17.00 36.00 -89.00 -24.00
5.37 -2.00 221.00 17.00 37.00 -92.00 -23.00
5.39 -2.00 220.00 17.00 37.00 -92.00 -24.00
5.40 -1.00 218.00 16.00 37.00 -94.00 -24.00
5.41 -1.00 217.00 16.00 38.00 -96.00 -21.00
5.43 -0.00 216.00 16.00 38.00 -99.00 -21.00
5.44 0.00 214.00 16.00 37.00 -102.00 -21.00
5.46 1.00 213.00 15.00 37.00 -103.00 -19.00
5.47 1.00 211.00 15.00 36.00 -107.00 -19.00
5.49 2.00 209.00 15.00 34.00 -111.00 -21.00
5.50 2.00 208.00 14.00 36.00 -112.00 -19.00
5.51 3.00 206.00 14.00 36.00 -120.00 -16.00
5.53 3.00 205.00 14.00 35.00 -121.00 -18.00
