#t, x, y, z, vx, vy, vz
6.86 42.00 128.00 34.00 40.00 -32.00 27.00
6.87 42.00 127.00 34.00 40.00 -34.00 29.00
6.89 43.00 127.00 35.00 39.00 -35.00 28.00
6.90 44.00 126.00 35.00 40.00 -33.00 33.00
6.91 44.00 126.00 36.00 40.00 -32.00 32.00
6.93 45.00 126.00 36.00 39.00 -34.00 27.00
6.94 45.00 125.00 36.00 41.00 -34.00 25.00
6.96 46.00 125.00 37.00 42.00 -33.00 30.00
6.97 46.00 124.00 38.00 40.00 -34.00 28.00
6.99 46.00 124.00 38.00 39.00 -35.00 24.00
7.00 47.00 123.00 38.00 42.00 -34.00 27.00
7.01 47.00 123.00 39.00 36.00 -34.00 21.00
7.03 48.00 122.00 39.00 36.00 -34.00 20.00
7.04 48.00 122.00 39.00 37.00 -35.00 19.00
7.06 49.00 121.00 40.00 35.00 -34.00 19.00
7.07 49.00 121.00 40.00 35.00 -35.00 14.00
7.09 50.00 120.00 41.00 36.00 -33.00 14.00
7.10 50.00 120.00 41.00 36.00 -33.00 14.00
7.11 51.00 119.00 41.00 37.00 -32.00 15.00
7.13 51.00 119.00 42.00 33.00 -31.00 11.00
7.14 52.00 118.00 42.00 35.00 -31.00 15.00
7.16 53.00 118.00 42.00 36.00 -28.00 18.00
7.17 53.00 117.00 43.00 33.00 -28.00 15.00
7.19 53.00 117.00 43.00 34.00 -29.00 11.00
7.20 54.00 116.00 43.00 35.00 -29.00 17.00
7.21 54.00 116.00 44.00 33.00 -27.00 14.00
7.23 55.00 116.00 44.00 36.00 -26.00 15.00
7.24 55.00 115.00 44.00 36.00 -26.00 16.00
7.26 56.00 115.00 45.00 37.00 -25.00 18.00
7.27 57.00 115.00 45.00 36.00 -27.00 16.00
7.29 57.00 114.00 45.00 35.00 -30.00 15.00
7.30 58.00 114.00 46.00 36.00 -27.00 18.00
7.31 58.00 113.00 46.00 36.00 -25.00 19.00
7.33 59.00 113.00 46.00 37.00 -26.00 18.00
7.34 59.00 113.00 47.00 36.00 -23.00 21.00
7.36 60.00 112.00 47.00 36.00 -25.00 20.00
7.37 60.00 112.00 47.00 36.00 -23.00 19.00
7.39 61.00 112.00 48.00 33.00 -21.00 20.00
7.40 61.00 111.00 48.00 33.00 -21.00 22.00
7.41 62.00 111.00 48.00 37.00 -25.00 20.00
7.43 62.00 111.00 48.00 35.00 -23.00 19.00
7.44 63.00 110.00 49.00 36.00 -24.00 21.00
7.46 63.00 110.00 49.00 36.00 -24.00 20.00
7.47 64.00 110.00 49.00 39.00 -24.00 20.00
7.49 64.00 110.00 50.00 36.00 -24.00 18.00
7.50 65.00 109.00 50.00 37.00 -23.00 23.00
7.51 65.00 109.00 50.00 37.00 -23.00 22.00
7.53 66.00 109.00 51.00 34.00 -22.00 23.00
7.54 66.00 108.00 51.00 36.00 -22.00 23.00
7.56 67.00 108.00 51.00 36.00 -22.00 22.00
7.57 67.00 108.00 52.00 35.00 -22.00 23.00
7.59 68.00 107.00 52.00 36.00 -19.00 25.00
7.60 69.00 107.00 52.00 39.00 -17.00 26.00
7.61 69.00 107.00 53.00 36.00 -19.00 23.00
7.63 70.00 106.00 53.00 35.00 -21.00 23.00
7.64 70.00 106.00 53.00 35.00 -21.00 21.00
7.66 71.00 106.00 53.00 37.00 -21.00 22.00
7.67 71.00 106.00 54.00 33.00 -23.00 23.00
7.69 72.00 105.00 54.00 34.00 -21.00 23.00
7.70 72.00 105.00 54.00 35.00 -22.00 21.00
7.71 73.00 105.00 55.00 31.00 -19.00 21.00
7.73 73.00 104.00 55.00 30.00 -18.00 19.00
7.74 74.00 104.00 55.00 29.00 -18.00 22.00
7.76 74.00 104.00 55.00 32.00 -18.00 20.00
7.77 75.00 103.00 56.00 32.00 -19.00 22.00
7.79 75.00 103.00 56.00 33.00 -16.00 20.00
7.80 76.00 103.00 56.00 33.00 -16.00 22.00
7.81 76.00 103.00 57.00 34.00 -17.00 20.00
7.83 77.00 103.00 57.00 34.00 -17.00 22.00
7.84 78.00 102.00 57.00 31.00 -20.00 19.00
7.86 78.00 102.00 57.00 33.00 -19.00 20.00
7.87 79.00 102.00 58.00 31.00 -22.00 19.00
7.89 79.00 101.00 58.00 32.00 -21.00 18.00
7.90 80.00 101.00 58.00 32.00 -20.00 20.00
7.91 80.00 101.00 59.00 31.00 -17.00 18.00
7.93 81.00 100.00 59.00 33.00 -21.00 18.00
7.94 81.00 100.00 59.00 34.00 -20.00 17.00
7.96 82.00 100.00 60.00 33.00 -20.00 19.00
7.97 82.00 100.00 60.00 34.00 -21.00 18.00
7.99 83.00 99.00 60.00 35.00 -20.00 21.00
8.00 83.00 99.00 61.00 34.00 -18.00 21.00
8.01 84.00 99.00 61.00 33.00 -18.00 22.00
8.03 84.00 99.00 61.00 35.00 -20.00 19.00
8.04 85.00 98.00 62.00 33.00 -18.00 22.00
8.06 85.00 98.00 62.00 32.00 -18.00 22.00
8.07 86.00 98.00 62.00 35.00 -19.00 22.00
8.09 86.00 98.00 63.00 36.00 -18.00 25.00
8.10 87.00 97.00 63.00 36.00 -17.00 24.00
8.11 87.00 97.00 64.00 35.00 -15.00 25.00
8.13 88.00 97.00 64.00 34.00 -16.00 26.00
8.14 88.00 97.00 64.00 34.00 -17.00 24.00
8.16 89.00 96.00 65.00 34.00 -13.00 27.00
8.17 89.00 96.00 65.00 34.00 -15.00 24.00
8.19 89.00 96.00 65.00 36.00 -14.00 26.00
8.20 90.00 96.00 66.00 34.00 -15.00 28.00
8.21 90.00 95.00 66.00 35.00 -16.00 26.00
8.23 91.00 95.00 67.00 34.00 -17.00 28.00
8.24 91.00 95.00 67.00 34.00 -19.00 25.00
8.26 92.00 95.00 67.00 35.00 -19.00 27.00
8.27 92.00 94.00 68.00 35.00 -19.00 29.00
8.29 93.00 94.00 68.00 36.00 -21.00 32.00
8.30 93.00 94.00 69.00 35.00 -19.00 31.00
8.31 94.00 94.00 69.00 35.00 -21.00 33.00
8.33 94.00 93.00 69.00 37.00 -19.00 35.00
8.34 94.00 93.00 70.00 35.00 -19.00 32.00
8.36 95.00 93.00 70.00 37.00 -21.00 35.00
8.37 95.00 92.00 71.00 36.00 -19.00 35.00
8.39 96.00 92.00 71.00 37.00 -22.00 34.00
8.40 96.00 92.00 71.00 39.00 -24.00 33.00
8.41 97.00 91.00 72.00 36.00 -24.00 33.00
8.43 97.00 91.00 72.00 38.00 -24.00 32.00
8.44 98.00 91.00 73.00 36.00 -25.00 34.00
8.46 98.00 90.00 73.00 35.00 -25.00 31.00
8.47 99.00 90.00 73.00 37.00 -25.00 33.00
8.49 99.00 90.00 74.00 34.00 -27.00 30.00
8.50 100.00 89.00 74.00 35.00 -29.00 33.00
8.51 100.00 89.00 75.00 36.00 -27.00 30.00
8.53 101.00 89.00 75.00 36.00 -28.00 31.00
8.54 101.00 88.00 75.00 38.00 -30.00 31.00
8.56 102.00 88.00 76.00 37.00 -30.00 31.00
8.57 102.00 87.00 76.00 36.00 -29.00 30.00
8.59 103.00 87.00 77.00 36.00 -28.00 27.00
8.60 104.00 87.00 77.00 36.00 -32.00 29.00
8.61 104.00 86.00 77.00 34.00 -32.00 27.00
8.63 105.00 86.00 78.00 34.00 -31.00 25.00
8.64 105.00 85.00 78.00 34.00 -34.00 24.00
8.66 105.00 85.00 79.00 31.00 -32.00 24.00
8.67 106.00 85.00 79.00 29.00 -32.00 24.00
8.69 107.00 84.00 79.00 30.00 -33.00 26.00
8.70 107.00 84.00 80.00 30.00 -30.00 23.00
8.71 108.00 83.00 80.00 29.00 -32.00 26.00
8.73 108.00 83.00 80.00 32.00 -29.00 25.00
8.74 108.00 82.00 81.00 31.00 -29.00 26.00
8.76 109.00 82.00 81.00 33.00 -29.00 25.00
8.77 109.00 82.00 82.00 34.00 -28.00 24.00
8.79 110.00 81.00 82.00 33.00 -28.00 24.00
8.80 110.00 81.00 82.00 35.00 -28.00 21.00
8.81 111.00 81.00 83.00 31.00 -26.00 22.00
8.83 111.00 80.00 83.00 31.00 -28.00 21.00
8.84 112.00 80.00 83.00 34.00 -30.00 21.00
8.86 112.00 79.00 84.00 32.00 -29.00 21.00
8.87 113.00 79.00 84.00 32.00 -29.00 21.00
8.89 113.00 79.00 84.00 33.00 -28.00 20.00
8.90 113.00 78.00 85.00 31.00 -26.00 17.00
8.91 114.00 78.00 85.00 31.00 -27.00 20.00
8.93 114.00 77.00 85.00 32.00 -28.00 22.00
8.94 115.00 77.00 86.00 30.00 -27.00 19.00
8.96 115.00 77.00 86.00 31.00 -27.00 17.00
8.97 116.00 76.00 86.00 32.00 -26.00 22.00
8.99 116.00 76.00 87.00 32.00 -26.00 20.00
9.00 116.00 75.00 87.00 32.00 -26.00 20.00
9.01 117.00 75.00 87.00 33.00 -28.00 20.00
9.03 117.00 75.00 88.00 30.00 -25.00 20.00
9.04 118.00 74.00 88.00 32.00 -25.00 20.00
9.06 118.00 74.00 88.00 30.00 -26.00 19.00
9.07 118.00 73.00 89.00 29.00 -24.00 21.00
9.09 119.00 73.00 89.00 28.00 -23.00 21.00
9.10 119.00 73.00 89.00 28.00 -24.00 18.00
9.11 120.00 72.00 90.00 28.00 -23.00 21.00
9.13 120.00 72.00 90.00 29.00 -26.00 19.00
9.14 121.00 71.00 90.00 31.00 -26.00 22.00
9.16 121.00 71.00 91.00 32.00 -24.00 23.00
9.17 121.00 71.00 91.00 31.00 -25.00 20.00
9.19 122.00 70.00 91.00 31.00 -25.00 21.00
9.20 122.00 70.00 92.00 31.00 -24.00 19.00
9.21 123.00 69.00 92.00 29.00 -25.00 20.00
9.23 123.00 69.00 92.00 29.00 -26.00 18.00
9.24 123.00 69.00 93.00 30.00 -25.00 18.00
9.26 124.00 68.00 93.00 30.00 -25.00 17.00
9.27 124.00 68.00 93.00 30.00 -25.00 18.00
9.29 124.00 67.00 93.00 32.00 -26.00 19.00
9.30 125.00 67.00 94.00 32.00 -25.00 20.00
9.31 125.00 67.00 94.00 31.00 -24.00 21.00
9.33 126.00 66.00 94.00 32.00 -23.00 22.00
9.34 126.00 66.00 94.00 32.00 -25.00 22.00
9.36 126.00 65.00 95.00 31.00 -26.00 22.00
9.37 127.00 65.00 95.00 29.00 -25.00 21.00
9.39 127.00 65.00 95.00 30.00 -21.00 21.00
9.40 128.00 64.00 96.00 29.00 -24.00 23.00
9.41 128.00 64.00 96.00 29.00 -23.00 21.00
9.43 128.00 64.00 96.00 27.00 -25.00 21.00
9.44 129.00 63.00 96.00 28.00 -25.00 21.00
9.46 129.00 63.00 97.00 26.00 -22.00 22.00
9.47 130.00 63.00 97.00 27.00 -21.00 21.00
9.49 130.00 62.00 97.00 25.00 -21.00 22.00
9.50 130.00 62.00 97.00 25.00 -21.00 20.00
9.51 131.00 62.00 98.00 27.00 -18.00 23.00
9.53 131.00 62.00 98.00 27.00 -16.00 25.00
9.54 132.00 61.00 98.00 27.00 -16.00 23.00
9.56 132.00 61.00 99.00 25.00 -16.00 23.00
9.57 132.00 61.00 99.00 25.00 -14.00 22.00
9.59 133.00 61.00 99.00 27.00 -15.00 21.00
9.60 133.00 60.00 99.00 27.00 -15.00 24.00
9.61 134.00 60.00 100.00 27.00 -12.00 23.00
9.63 134.00 60.00 100.00 28.00 -11.00 24.00
9.64 134.00 60.00 100.00 30.00 -14.00 22.00
9.66 135.00 59.00 101.00 29.00 -12.00 24.00
9.67 135.00 59.00 101.00 31.00 -12.00 24.00
9.69 136.00 59.00 101.00 33.00 -14.00 26.00
9.70 136.00 59.00 102.00 31.00 -14.00 23.00
9.71 137.00 59.00 102.00 32.00 -13.00 24.00
9.73 137.00 59.00 102.00 30.00 -17.00 24.00
9.74 138.00 58.00 103.00 30.00 -14.00 25.00
9.76 138.00 58.00 103.00 32.00 -14.00 25.00
9.77 139.00 58.00 104.00 32.00 -15.00 26.00
9.79 139.00 58.00 104.00 33.00 -15.00 25.00
9.80 140.00 58.00 105.00 32.00 -14.00 26.00
9.81 140.00 58.00 105.00 33.00 -16.00 24.00
9.83 141.00 57.00 105.00 34.00 -16.00 28.00
9.84 141.00 57.00 106.00 35.00 -17.00 27.00
9.86 142.00 57.00 106.00 34.00 -19.00 26.00
9.87 142.00 57.00 107.00 32.00 -17.00 26.00
9.89 143.00 57.00 107.00 33.00 -20.00 27.00
9.90 143.00 56.00 108.00 32.00 -19.00 29.00
9.91 144.00 56.00 108.00 34.00 -20.00 31.00
9.93 144.00 56.00 108.00 33.00 -21.00 30.00
9.94 145.00 56.00 109.00 35.00 -20.00 30.00
9.96 145.00 55.00 109.00 34.00 -22.00 30.00
9.97 146.00 55.00 110.00 35.00 -23.00 29.00
9.99 146.00 55.00 110.00 38.00 -22.00 30.00
10.00 146.00 55.00 111.00 36.00 -20.00 31.00
10.01 147.00 55.00 111.00 36.00 -21.00 30.00
10.03 147.00 54.00 111.00 36.00 -21.00 32.00
10.04 148.00 54.00 112.00 36.00 -19.00 34.00
10.06 149.00 54.00 112.00 35.00 -21.00 32.00
10.07 149.00 53.00 113.00 33.00 -19.00 33.00
10.09 150.00 53.00 113.00 35.00 -19.00 32.00
10.10 150.00 53.00 114.00 34.00 -18.00 33.00
10.11 151.00 53.00 114.00 33.00 -19.00 33.00
10.13 151.00 53.00 114.00 33.00 -20.00 32.00
10.14 151.00 52.00 115.00 31.00 -18.00 33.00
10.16 152.00 52.00 115.00 32.00 -19.00 33.00
10.17 153.00 52.00 116.00 33.00 -19.00 33.00
10.19 153.00 52.00 116.00 33.00 -18.00 29.00
10.20 154.00 51.00 116.00 32.00 -19.00 32.00
10.21 154.00 51.00 117.00 34.00 -19.00 30.00
10.23 155.00 51.00 117.00 36.00 -21.00 32.00
10.24 155.00 50.00 118.00 34.00 -19.00 30.00
10.26 156.00 50.00 118.00 34.00 -19.00 30.00
10.27 156.00 50.00 119.00 34.00 -17.00 30.00
10.29 157.00 49.00 119.00 34.00 -20.00 30.00
10.30 157.00 49.00 120.00 35.00 -18.00 30.00
10.31 158.00 49.00 120.00 34.00 -19.00 27.00
10.33 158.00 48.00 120.00 38.00 -20.00 30.00
10.34 159.00 48.00 121.00 36.00 -20.00 28.00
10.36 160.00 48.00 121.00 36.00 -21.00 28.00
10.37 160.00 47.00 122.00 36.00 -21.00 30.00
10.39 161.00 47.00 122.00 36.00 -23.00 28.00
10.40 161.00 47.00 122.00 35.00 -22.00 29.00
10.41 162.00 46.00 123.00 35.00 -25.00 29.00
10.43 162.00 46.00 123.00 35.00 -25.00 28.00
10.44 163.00 46.00 124.00 36.00 -24.00 28.00
10.46 163.00 45.00 124.00 35.00 -25.00 27.00
10.47 164.00 45.00 125.00 31.00 -26.00 26.00
10.49 164.00 45.00 125.00 34.00 -27.00 24.00
10.50 165.00 44.00 126.00 33.00 -31.00 26.00
10.51 165.00 44.00 126.00 31.00 -31.00 24.00
10.53 166.00 43.00 126.00 32.00 -32.00 25.00
10.54 166.00 43.00 127.00 32.00 -30.00 23.00
10.56 167.00 42.00 127.00 31.00 -31.00 24.00
10.57 167.00 42.00 128.00 32.00 -30.00 20.00
10.59 168.00 42.00 128.00 32.00 -33.00 19.00
10.60 168.00 41.00 128.00 31.00 -32.00 18.00
10.61 169.00 41.00 129.00 33.00 -30.00 18.00
10.63 169.00 40.00 129.00 32.00 -29.00 20.00
10.64 169.00 40.00 129.00 29.00 -30.00 19.00
10.66 170.00 40.00 130.00 30.00 -30.00 19.00
10.67 170.00 39.00 130.00 29.00 -29.00 19.00
10.69 170.00 39.00 130.00 30.00 -27.00 18.00
10.70 171.00 38.00 131.00 29.00 -27.00 17.00
10.71 171.00 38.00 131.00 31.00 -26.00 17.00
10.73 172.00 38.00 131.00 29.00 -26.00 18.00
10.74 172.00 37.00 131.00 28.00 -26.00 18.00
10.76 172.00 37.00 132.00 28.00 -24.00 18.00
10.77 173.00 37.00 132.00 29.00 -25.00 17.00
10.79 173.00 36.00 132.00 27.00 -22.00 20.00
10.80 173.00 36.00 133.00 27.00 -23.00 19.00
10.81 174.00 36.00 133.00 27.00 -23.00 18.00
10.83 174.00 35.00 133.00 26.00 -23.00 20.00
10.84 174.00 35.00 133.00 28.00 -23.00 20.00
10.86 175.00 35.00 134.00 28.00 -18.00 19.00
10.87 175.00 34.00 134.00 28.00 -18.00 19.00
10.89 175.00 34.00 134.00 28.00 -19.00 19.00
10.90 176.00 34.00 134.00 28.00 -18.00 20.00
10.91 176.00 33.00 134.00 27.00 -19.00 21.00
10.93 176.00 33.00 135.00 28.00 -17.00 21.00
10.94 177.00 33.00 135.00 30.00 -16.00 24.00
10.96 177.00 32.00 135.00 29.00 -14.00 25.00
10.97 177.00 32.00 136.00 29.00 -15.00 25.00
10.99 178.00 32.00 136.00 31.00 -16.00 25.00
11.00 178.00 32.00 136.00 31.00 -16.00 24.00
11.01 178.00 31.00 136.00 32.00 -15.00 26.00
11.03 179.00 31.00 137.00 31.00 -13.00 25.00
11.04 179.00 31.00 137.00 31.00 -15.00 24.00
11.06 179.00 31.00 137.00 31.00 -18.00 24.00
11.07 180.00 30.00 138.00 32.00 -16.00 27.00
11.09 180.00 30.00 138.00 31.00 -18.00 26.00
11.10 181.00 30.00 138.00 30.00 -21.00 28.00
11.11 181.00 29.00 138.00 29.00 -20.00 29.00
11.13 181.00 29.00 139.00 29.00 -20.00 29.00
11.14 182.00 29.00 139.00 30.00 -20.00 28.00
11.16 182.00 29.00 139.00 31.00 -19.00 28.00
11.17 183.00 28.00 140.00 28.00 -20.00 30.00
11.19 183.00 28.00 140.00 29.00 -19.00 28.00
11.20 183.00 28.00 140.00 29.00 -19.00 28.00
11.21 184.00 27.00 141.00 29.00 -18.00 30.00
11.23 184.00 27.00 141.00 30.00 -19.00 29.00
11.24 185.00 27.00 141.00 30.00 -18.00 29.00
11.26 185.00 27.00 142.00 28.00 -17.00 30.00
11.27 186.00 27.00 142.00 29.00 -18.00 27.00
11.29 186.00 26.00 142.00 29.00 -18.00 27.00
11.30 187.00 26.00 143.00 30.00 -19.00 28.00
11.31 187.00 26.00 143.00 30.00 -19.00 29.00
11.33 187.00 26.00 143.00 30.00 -22.00 26.00
11.34 188.00 25.00 144.00 30.00 -22.00 28.00
11.36 188.00 25.00 144.00 30.00 -20.00 28.00
11.37 189.00 25.00 144.00 30.00 -24.00 27.00
11.39 189.00 24.00 145.00 29.00 -22.00 27.00
11.40 190.00 24.00 145.00 31.00 -21.00 28.00
11.41 190.00 24.00 145.00 31.00 -23.00 27.00
11.43 191.00 24.00 146.00 32.00 -23.00 27.00
